-73.936323,45.416158,4.72,3.4
-73.936355,45.416138,4,3.14
-73.936388,45.41612,3.66,3.02
-73.936423,45.416103,3.34,2.78
-73.936462,45.416087,3.68,2.74
-73.936497,45.416072,4.08,3.72
-73.936535,45.416057,3.66,3.32
-73.936575,45.41604,2.5,2.32
-73.936615,45.416023,2.06,2.12
-73.936655,45.416007,3.04,2.6
-73.936693,45.415992,4.18,2.98
-73.936735,45.415977,4.38,3.3
-73.936778,45.415963,3.94,3.16
-73.936822,45.415947,4.52,3.58
-73.936868,45.415928,4.54,3.78
-73.936918,45.415913,5.02,4.68
-73.93697,45.415892,4.48,4.74
-73.937022,45.415873,3.78,4.22
-73.937072,45.415853,3.36,3.68
-73.937127,45.415835,3.12,3.64
-73.937178,45.415813,3.3,3.12
-73.93723,45.415792,3.2,3.24
-73.937285,45.415773,3.42,3.16
-73.937337,45.415752,3.32,3.38
-73.937388,45.415732,4.04,3.66
-73.937443,45.415712,4.46,3.78
-73.937497,45.415692,4.78,4.22
-73.937548,45.415673,4.3,3.76
-73.937603,45.415652,4.16,3.86
-73.937658,45.415632,4.18,4.1
-73.93771,45.415608,5.14,4.88
-73.937763,45.415588,5.44,4.86
-73.937815,45.415568,5.38,5.5
-73.937868,45.415545,4.96,5.32
-73.937922,45.415523,4.64,5.1
-73.938452,45.415322,7.033333,10.2
-73.938452,45.41532,8.62,13.82
-73.93845,45.415322,8.46,14.04
-73.938448,45.41532,9.82,14.18
-73.938455,45.415317,11.08,14.36
-73.938465,45.415313,9.54,14.86
-73.938483,45.415307,9.64,14.44
-73.938502,45.4153,10.06,14.42
-73.938522,45.415292,8.54,13.02
-73.938545,45.415285,7.98,12.42
-73.938568,45.415275,7.88,12.08
-73.938593,45.415268,8.28,12.02
-73.938617,45.415262,8.1,11.22
-73.93864,45.415253,8.26,10.66
-73.938665,45.415243,8.26,10.62
-73.938693,45.415233,8.86,10.24
-73.938722,45.415222,7.18,9.08
-73.93875,45.41521,7.14,7.72
-73.938782,45.415198,6.42,6.92
-73.938815,45.415188,5.76,5.96
-73.93885,45.415173,5.12,5.4
-73.938888,45.415162,4.86,4.84
-73.938922,45.415148,4.66,4.92
-73.938963,45.415133,4.76,4.6
-73.939005,45.415118,5.24,4.56
-73.939043,45.415103,5.34,4.66
-73.939085,45.415088,5.8,4.88
-73.939125,45.41507,5.74,5.24
-73.939162,45.415057,7.02,5.92
-73.9392,45.41504,7.08,6.5
-73.939238,45.415023,8.06,7.86
-73.93928,45.415008,8.54,9
-73.939322,45.414992,8.42,8.66
-73.939362,45.414975,8.38,8.28
-73.939403,45.41496,8.4,7.88
-73.939443,45.41494,7.88,7.68
-73.939482,45.414925,7.18,7.1
-73.93952,45.414908,7.68,7.04
-73.939553,45.414893,9.74,8.92
-73.939587,45.414875,11.74,11.74
-73.93962,45.41486,14.76,14.76
-73.939645,45.414847,15.84,16.58
-73.939672,45.414835,13.6,15.36
-73.939693,45.41483,13.08,12.7
-73.939715,45.414827,14.8,15.98
-73.939737,45.414828,22.82,21.18
-73.939752,45.414835,21.44,22.26
-73.939762,45.414845,15.18,21.24
-73.939765,45.414855,12.82,16.96
-73.93976,45.41487,13.64,14
-73.939753,45.414882,11.32,11.96
-73.939747,45.414888,8.36,11.24
-73.939742,45.414892,6.82,10.34
-73.939742,45.414893,6.725,10.475
-73.939735,45.414897,3.84,4.42
-73.939722,45.414903,3.58,3.32
-73.939705,45.414908,3.84,3.26
-73.939687,45.414913,3.46,3.6
-73.939667,45.41492,4.58,3.66
-73.939645,45.414927,5.72,4.36
-73.939622,45.414935,5.74,4.92
-73.939597,45.414943,5.76,4.96
-73.939568,45.414955,6.02,5.52
-73.939538,45.414967,6.36,6.18
-73.939505,45.41498,5.72,5.98
-73.939468,45.414993,6.24,6.28
-73.939432,45.415007,6.84,6.56
-73.939393,45.415022,7.56,7.34
-73.939353,45.415038,8.06,7.66
-73.939313,45.415052,8.24,7.98
-73.93927,45.415067,8.08,7.32
-73.939225,45.415082,7.14,6.42
-73.939183,45.415098,6.2,5.3
-73.939142,45.415113,5.32,4.64
-73.939095,45.41513,5.44,4.52
-73.939052,45.415147,4.6,4.62
-73.939005,45.415162,4.58,4.36
-73.938962,45.415182,5.12,4.74
-73.938915,45.415198,5.9,5.8
-73.938868,45.415217,6.72,7.22
-73.938817,45.415232,7.26,9.34
-73.93877,45.41525,8.36,11.96
-73.93872,45.415268,9.6,14.74
-73.938668,45.415288,11.52,18.4
-73.938615,45.415307,9.42,14.28
-73.938567,45.415327,9.4,14.7
-73.938513,45.415347,9.52,14.66
-73.938465,45.415365,8.96,14.92
-73.938417,45.415385,10.06,16.1
-73.938365,45.415407,8.6,13.44
-73.938313,45.415427,6.64,9.38
-73.93826,45.415448,6.24,7.74
-73.938207,45.415468,6.1,7.06
-73.938152,45.41549,5.42,6.06
-73.938098,45.415513,5.28,6.18
-73.938048,45.415537,5.18,6.48
-73.937997,45.415558,4.78,5.76
-73.937943,45.415578,4.72,5.14
-73.937892,45.4156,4.38,4.82
-73.937838,45.415622,4.7,4.76
-73.937785,45.415643,4.28,4.08
-73.93773,45.415663,4.72,4.4
-73.937675,45.415687,4.82,4.64
-73.937617,45.415707,5.04,4.66
-73.93756,45.415732,4.58,4.32
-73.937502,45.415753,4.42,3.94
-73.937445,45.415775,4.32,3.76
-73.937393,45.415793,3.74,3.4
-73.937338,45.415815,3.84,3.22
-73.937285,45.415837,4.3,3.54
-73.937227,45.41586,3.52,3.28
-73.937168,45.415883,3.96,3.78
-73.937112,45.415903,4.6,4.44
-73.937053,45.415923,4.8,4.38
-73.936998,45.415943,4.7,4.28
-73.936943,45.415965,4.06,3.82
-73.936888,45.415985,4.22,3.3
-73.936832,45.416007,4.28,3.38
-73.936772,45.41603,3.64,3.04
-73.936718,45.41605,3.72,3.18
-73.936662,45.416068,3.92,3.3
-73.936607,45.41609,4.12,3.84
-73.936553,45.416112,4.38,4.16
-73.936498,45.416132,4,3.68
-73.936448,45.416153,1.74,2.78
-73.936397,45.416175,2.96,2.78
-73.93635,45.416198,3.02,2.78
-73.9363,45.41622,3.12,2.46
-73.936255,45.416242,3.52,2.48
-73.936215,45.416263,3.28,3.18
-73.936178,45.416283,4.38,2.9
-73.936145,45.4163,2.66,2.24
-73.936107,45.416315,2.64,2.4
-73.936072,45.416328,2.78,2.76
-73.936037,45.416342,3.16,3.12
-73.936005,45.416353,3.12,3.06
-73.935967,45.416363,3.04,3.48
-73.935932,45.416375,6.4,4.68
-73.9359,45.416388,9.2,6.16
-73.935875,45.416405,31.82,13.34
-73.935858,45.416422,31.14,0
-73.935848,45.41644,9.66,6.44
-73.935853,45.416455,3.78,2.78
-73.935865,45.41647,2.46,2.24
-73.935882,45.416482,2.5,1.9
-73.935912,45.416485,2.38,2.18
-73.935947,45.416483,2.66,2.14
-73.935985,45.416478,2.36,2.08
-73.936025,45.416468,2.44,2.18
-73.936068,45.416457,4,3.3
-73.936108,45.416445,4.76,4.02
-73.936147,45.416432,3.56,3.5
-73.936185,45.416418,3.92,3.38
-73.936222,45.416403,3.48,3.18
-73.936258,45.416388,3.7,3.1
-73.936298,45.416375,4.02,3.28
-73.936338,45.41636,4.04,3.42
-73.93638,45.416345,2.74,2.64
-73.93642,45.416332,2.72,2.18
-73.93646,45.416318,3,2.78
-73.936502,45.416303,3.9,3.54
-73.936543,45.41629,4.12,3.62
-73.936583,45.416275,3.72,3.56
-73.936623,45.416262,4.1,3.82
-73.936665,45.416245,4.5,3.98
-73.936705,45.416227,4.38,3.98
-73.936747,45.416212,3.9,3.46
-73.936787,45.416193,2.58,2.5
-73.936825,45.416175,1.74,2.1
-73.936865,45.41616,1.54,1.66
-73.936902,45.416142,1.86,1.94
-73.93694,45.416125,2.9,2.38
-73.936982,45.416105,3.66,3.04
-73.937018,45.416087,3.2,2.66
-73.937058,45.416065,2.78,2.68
-73.937093,45.416043,3.12,2.98
-73.937128,45.41602,3,2.7
-73.937162,45.415997,3.42,3.24
-73.937193,45.415975,3.36,3.34
-73.937228,45.415953,3.14,3.1
-73.937263,45.415935,3.46,3.08
-73.937303,45.415918,3.8,3.46
-73.937343,45.415897,4.68,4.16
-73.937387,45.41588,4.46,3.82
-73.937427,45.41586,4.38,3.4
-73.93747,45.41584,5.04,4.26
-73.937517,45.41582,4.7,4.26
-73.937558,45.4158,4.16,3.9
-73.937605,45.415782,4.54,4.22
-73.937648,45.415762,4.38,4.36
-73.937693,45.41574,3.7,4.14
-73.93774,45.415722,4.36,4.86
-73.93779,45.415702,4.5,4.94
-73.93784,45.41568,3.72,4.52
-73.937888,45.41566,4.38,5.42
-73.937937,45.415642,4.82,6.38
-73.937985,45.41562,5.04,7.24
-73.93803,45.4156,5.44,8.04
-73.938077,45.41558,6.68,8.72
-73.938133,45.41556,6.78,9.4
-73.93819,45.415538,7.02,9.4
-73.938243,45.415517,8.42,9.78
-73.938295,45.4155,8.48,12.18
-73.938347,45.415478,8.62,13.72
-73.938395,45.415457,9.36,15.92
-73.938447,45.41544,12,20.18
-73.9385,45.41542,9.22,16.48
-73.938557,45.415398,8.34,14.64
-73.938615,45.41538,8.48,13.62
-73.938668,45.415358,9.56,15.2
-73.938727,45.41534,8.64,14.2
-73.938783,45.415317,8.8,13.88
-73.938835,45.415295,8.1,10.82
-73.93889,45.415275,5.22,7.44
-73.938943,45.415255,4.16,5.18
-73.939,45.415233,3.74,4.1
-73.939055,45.415215,4.28,3.8
-73.939108,45.415193,4.92,4.28
-73.939162,45.415172,5.68,5.1
-73.939218,45.41515,5.78,5.48
-73.939273,45.415132,5.32,5.26
-73.939328,45.415112,5.92,5.68
-73.939383,45.415095,5.92,5.88
-73.939437,45.415073,5.8,5.76
-73.93949,45.415057,5.96,6.3
-73.939538,45.415043,8.34,5.48
-73.939582,45.415027,5.34,5
-73.93962,45.415012,5.26,4.36
-73.93965,45.415005,4.54,4.16
-73.939677,45.415,4.62,3.32
-73.939697,45.415,3.76,3.18
-73.93971,45.415007,3.98,3.32
-73.939718,45.415015,4.42,4.08
-73.939718,45.415023,4.54,4
-73.939712,45.415032,4.68,3.88
-73.939705,45.41504,4.78,4.44
-73.939693,45.415045,4.5,4.34
-73.939675,45.415052,4.84,4.4
-73.939658,45.41506,4.36,4.34
-73.939638,45.415068,4.06,4.44
-73.939612,45.415073,4.2,4.44
-73.939577,45.415078,5.44,5.1
-73.939548,45.415082,6.86,5.5
-73.939508,45.41509,5.9,5.86
-73.939468,45.4151,6.24,6.26
-73.93943,45.415112,6.22,6.1
-73.939388,45.41512,5.74,5.62
-73.939347,45.415133,5.4,5.14
-73.939308,45.415147,5.82,5.26
-73.939267,45.415163,5.74,5.1
-73.939228,45.415182,5.2,4.98
-73.939188,45.415198,5.2,4.62
-73.93915,45.415218,4.26,4.3
-73.939108,45.415237,4.28,4.28
-73.939068,45.415255,5.02,4.64
-73.939027,45.41527,5.58,4.46
-73.938982,45.415288,5.66,6.04
-73.938942,45.415307,6.5,8.44
-73.938895,45.415323,7.36,10.78
-73.938848,45.415343,8.04,12.44
-73.938802,45.415363,9.48,14.64
-73.938757,45.415382,9.96,16.48
-73.938713,45.415402,9.6,17.28
-73.938668,45.41542,9.2,16.6
-73.938622,45.41544,9.04,16.48
-73.938572,45.415458,10.38,18.08
-73.938525,45.415475,12.46,21.3
-73.938477,45.415493,14.08,23.32
-73.938427,45.415515,11.86,20.86
-73.938375,45.415537,9.62,17.18
-73.938323,45.415558,8.72,16.52
-73.938275,45.415582,8.76,16.24
-73.938225,45.415602,8.28,14.96
-73.938173,45.41562,7.32,12.82
-73.938125,45.415643,6.24,10.8
-73.938075,45.415665,6.14,10.58
-73.938027,45.415687,6.12,10.1
-73.937978,45.415708,4.24,6.74
-73.93793,45.415728,4.8,6.14
-73.937882,45.41575,4.04,5.4
-73.93783,45.415775,3.66,5.1
-73.937787,45.415795,3,4.4
-73.937738,45.415817,2.36,3.3
-73.937688,45.415838,2.72,3.42
-73.93764,45.415862,2.7,3.16
-73.937592,45.415885,2.66,2.5
-73.937545,45.415903,2.84,2.88
-73.937507,45.415925,3.24,3.02
-73.937462,45.415947,3.08,3.06
-73.937415,45.415968,2.74,2.44
-73.937373,45.415992,2.58,2.08
-73.937327,45.416013,2.54,2.42
-73.937277,45.416033,2.24,2.48
-73.937228,45.416057,1.76,1.74
-73.937177,45.416078,2.04,2.06
-73.937128,45.416102,2.22,2.3
-73.93708,45.416125,1.92,2
-73.93703,45.416148,1.66,1.62
-73.936985,45.416167,1.72,1.72
-73.936938,45.416182,2.38,1.96
-73.93689,45.4162,2.84,2.38
-73.936845,45.416217,2.84,2.6
-73.936797,45.416233,2.84,2.72
-73.936752,45.416252,3.28,2.92
-73.936702,45.41627,4.04,3.5
-73.936655,45.416287,3.86,3.54
-73.936603,45.416302,3.54,3.42
-73.936553,45.41632,4.2,3.42
-73.936502,45.416338,2.98,2.48
-73.936448,45.416355,2.64,1.96
-73.936397,45.416375,3.02,2.46
-73.936345,45.416395,3.7,3.2
-73.936293,45.416412,3.42,3.12
-73.936243,45.416428,4.14,3.58
-73.936195,45.416448,4.32,3.88
-73.936147,45.416463,4.46,3.76
-73.936103,45.41648,3.4,3.12
-73.936062,45.416495,1.74,1.9
-73.936022,45.416508,2.32,1.86
-73.93598,45.416522,3.52,1.76
-73.935932,45.416533,2.78,2.56
-73.935885,45.416543,2.96,2.66
-73.935847,45.416552,2.82,2.4
-73.93581,45.416562,2.62,2.58
-73.935783,45.416572,3.1,2.68
-73.935767,45.416582,2.94,2.88
-73.935758,45.416595,3.26,2.68
-73.93576,45.416607,3,2.62
-73.935768,45.416617,3.04,2.72
-73.935783,45.416625,3.02,2.58
-73.93581,45.41663,2.58,2.24
-73.93584,45.416625,2.58,2.32
-73.935872,45.416615,2.02,2.28
-73.935902,45.4166,2.08,2.24
-73.935933,45.416585,1.62,2
-73.935965,45.41657,2.6,2.12
-73.936,45.416557,2.52,1.94
-73.936033,45.416542,1.98,2.14
-73.936075,45.416528,2.6,2.34
-73.936118,45.416517,4.36,3.58
-73.936162,45.416505,4.18,3.34
-73.936203,45.416493,4.22,3.66
-73.936243,45.416482,4.16,3.4
-73.936287,45.41647,3.64,3.18
-73.936327,45.41646,3.42,2.98
-73.936368,45.416447,3.34,3.12
-73.936413,45.416437,2.78,2.6
-73.936457,45.416425,1.94,1.9
-73.936502,45.416412,2.22,1.92
-73.936545,45.4164,2.08,1.78
-73.93659,45.416388,1.88,1.74
-73.936638,45.416378,2.36,2.1
-73.93668,45.416367,3.14,2.36
-73.936725,45.416352,3.66,2.8
-73.936768,45.416338,3.66,3.28
-73.936812,45.416322,3.22,2.6
-73.936855,45.416302,2.84,2.4
-73.9369,45.416283,1.74,1.82
-73.936948,45.416263,1.58,1.5
-73.936995,45.416247,1.64,1.42
-73.93704,45.416225,1.5,1.78
-73.937088,45.416205,1.76,2.08
-73.937135,45.416182,1.44,1.6
-73.937183,45.416158,1.28,1.64
-73.937232,45.416138,1.98,1.68
-73.93728,45.416115,1.5,2.14
-73.93733,45.416093,2.14,2.78
-73.937382,45.416073,2.48,2.3
-73.937433,45.416052,2.76,2.74
-73.937482,45.416032,3.2,3.24
-73.937535,45.41601,3.36,3.64
-73.937587,45.41599,3.3,4.22
-73.937642,45.415972,3.66,5.2
-73.937695,45.415953,3.86,4.96
-73.937745,45.415933,3.62,4.66
-73.937802,45.415912,4,4.94
-73.937853,45.415893,4.6,6.06
-73.937907,45.415872,5.48,8.9
-73.937957,45.415848,6.78,10.88
-73.938007,45.415827,6.9,12.48
-73.938057,45.415808,7.26,13.3
-73.938108,45.415788,7.42,13.6
-73.93816,45.415767,7,13.36
-73.938212,45.415747,7.78,14.6
-73.938263,45.415725,9.62,17.76
-73.938315,45.415703,9.1,17.4
-73.938373,45.415682,8.1,14.84
-73.938427,45.41566,6.42,12.88
-73.938482,45.41564,7.82,14.32
-73.938533,45.415618,8.72,17.38
-73.938588,45.415597,10.4,18.38
-73.93864,45.415578,11.18,19.6
-73.93869,45.415558,11.38,19.98
-73.938742,45.415537,11.44,19.88
-73.938797,45.415518,10.3,17.4
-73.938848,45.415495,9.62,16.24
-73.938903,45.415473,8.12,13.54
-73.938957,45.415452,6.84,10.6
-73.939008,45.415428,5.64,8.96
-73.93906,45.415405,4.52,6.76
-73.939107,45.415383,5.18,6.3
-73.939158,45.41536,5.48,6.2
-73.939208,45.415342,4.72,5.9
-73.93926,45.41532,5.1,5
-73.939315,45.4153,4.72,5.6
-73.939367,45.415282,5,5.32
-73.939413,45.415267,4.16,4.74
-73.939462,45.415248,3.96,4.08
-73.939507,45.41523,3.9,3.82
-73.939552,45.415212,5.28,4.82
-73.939592,45.415195,5.82,6
-73.939628,45.415178,6.2,6.84
-73.939667,45.415163,5.14,5.82
-73.939697,45.415147,5.14,5.44
-73.939722,45.415137,5.12,5.16
-73.939742,45.415132,5.08,5.2
-73.939762,45.415127,4.72,5.82
-73.939778,45.415132,5.34,6.5
-73.939788,45.415135,5.96,7.72
-73.939795,45.415138,5.6,7.82
-73.939793,45.415147,5.54,7.38
-73.939792,45.415153,5.34,7.5
-73.93979,45.415162,5.16,7.44
-73.939787,45.41517,5.86,7.12
-73.939773,45.415178,5.82,7.18
-73.939758,45.415193,6.28,7.2
-73.939733,45.415203,6.78,8.02
-73.939705,45.415213,6.1,7.7
-73.93967,45.415228,5.72,5.96
-73.939627,45.415242,4.46,4.88
-73.939585,45.415257,4.36,4.16
-73.939535,45.415272,3.76,3.72
-73.939488,45.415288,3.24,3.7
-73.939435,45.415305,4.78,5.36
-73.939388,45.41532,5.98,5.84
-73.93934,45.415337,5.14,5.28
-73.939293,45.415355,5.28,6.32
-73.939252,45.415372,4.42,5.7
-73.939212,45.415388,4.88,5.94
-73.939165,45.415407,4.9,6.38
-73.939122,45.415427,5.84,7.84
-73.939077,45.415447,6.5,9.26
-73.939035,45.415465,6.9,10.08
-73.938993,45.415487,7.44,11.6
-73.938947,45.415507,8.34,12.78
-73.938902,45.415522,8.8,14.32
-73.938855,45.41554,9.38,15.18
-73.938808,45.415557,9.46,15.68
-73.938763,45.415573,10,16.56
-73.938715,45.415592,10.32,17.14
-73.938675,45.41561,9.28,17.16
-73.938633,45.415628,8.62,16.98
-73.938588,45.415648,7.9,15.82
-73.938545,45.415667,7.84,14.88
-73.9385,45.415692,7.98,14.82
-73.938458,45.415712,8.3,16.14
-73.938413,45.415732,8.68,16.7
-73.938368,45.41575,8.84,16.3
-73.938323,45.415768,7.88,15.16
-73.93828,45.415787,8.26,15.24
-73.938237,45.415803,8.3,15.02
-73.938195,45.415822,7.9,14.06
-73.93815,45.415838,6.82,12.96
-73.93811,45.415853,6.4,12.3
-73.938065,45.415868,7.66,13.56
-73.93802,45.415882,7.32,13.36
-73.937973,45.415898,6.68,13.14
-73.93793,45.415913,6.08,11.32
-73.937885,45.415933,5.64,9.16
-73.937838,45.41595,4.94,6.74
-73.937793,45.415967,3.68,5.7
-73.937748,45.415983,3.56,5.14
-73.9377,45.415998,4.3,5.56
-73.937652,45.416017,3.8,5.08
-73.937607,45.416033,3.82,4.86
-73.937558,45.416052,3.56,4.58
-73.93751,45.416072,3.1,3.72
-73.937462,45.416092,2.76,3.5
-73.937415,45.416115,2.52,2.76
-73.937362,45.416137,2.28,3.12
-73.937312,45.416158,2,2.24
-73.937262,45.416182,1.22,1.66
-73.93721,45.416203,1.42,1.88
-73.937162,45.416222,1.72,2.32
-73.937118,45.416243,1.92,2.28
-73.93707,45.416265,1.52,2
-73.937023,45.416285,1.06,1.14
-73.936977,45.416303,1.42,1.44
-73.936925,45.416323,2.16,2.2
-73.936877,45.416343,2.54,2.3
-73.93683,45.41636,3.28,2.58
-73.936778,45.416378,2.18,1.9
-73.936725,45.416395,1.54,1.74
-73.936668,45.416412,1.66,1.48
-73.936617,45.416428,2.06,1.64
-73.936562,45.416445,0,0.56
-73.936508,45.416462,2.38,2.14
-73.936452,45.416477,2.86,2.9
-73.936398,45.41649,3.66,3.48
-73.936343,45.416505,3.48,2.68
-73.936288,45.416518,3.68,2.76
-73.936238,45.416535,3.44,2.9
-73.936187,45.41655,3.32,2.68
-73.936137,45.416567,2.92,2.54
-73.93609,45.416577,2.12,2.14
-73.936045,45.41659,1.92,1.94
-73.935995,45.416602,2.6,2.28
-73.935943,45.416613,1.1,1.54
-73.935897,45.416622,2.52,2.4
-73.935857,45.416632,2.4,2.32
-73.935818,45.416638,3.34,2.48
-73.93579,45.416647,2.8,2.48
-73.935765,45.416657,2.96,2.62
-73.935748,45.416667,2.9,2.6
-73.935745,45.416678,2.78,2.58
-73.935747,45.416692,2.74,2.32
-73.935753,45.416702,2.86,2.38
-73.935772,45.416708,2.78,2.56
-73.935798,45.416713,2.08,2.2
-73.935837,45.41671,2.18,2.2
-73.935875,45.416702,2.62,2.38
-73.935912,45.416693,2.08,2.06
-73.93595,45.416678,2,1.82
-73.935988,45.416667,1.94,1.98
-73.93603,45.416652,1.88,2.1
-73.93607,45.416638,2.54,2.14
-73.936108,45.416623,2.78,2.4
-73.936152,45.41661,2.7,2.2
-73.936193,45.416598,2.18,1.94
-73.936243,45.416585,2.22,1.78
-73.93629,45.416572,2.16,1.98
-73.936342,45.416557,2.78,2.22
-73.936387,45.416543,2.82,2.58
-73.936435,45.41653,3.7,3.38
-73.93648,45.416518,3.18,3.12
-73.936527,45.416503,1.72,1.48
-73.936573,45.416488,1.7,1.36
-73.936617,45.416473,1.66,1.36
-73.93666,45.41646,1.44,1.34
-73.936703,45.416445,1.5,1.34
-73.936747,45.41643,1.44,1.24
-73.936792,45.416418,1.82,1.36
-73.936838,45.416403,2.32,1.7
-73.936885,45.416387,2.18,1.9
-73.93693,45.41637,1.82,1.5
-73.936975,45.416353,1.96,1.68
-73.937018,45.416337,1.26,1.38
-73.937062,45.41632,1.3,1.32
-73.93711,45.416303,1.46,1.56
-73.937158,45.416287,1.8,1.78
-73.937207,45.41627,1.98,2.2
-73.93726,45.416252,2.38,2.84
-73.937313,45.416237,2.98,3.32
-73.937362,45.41622,3.74,4.6
-73.937413,45.416202,4.18,5.2
-73.93746,45.416183,3.94,5.16
-73.937517,45.416165,0,3.8
-73.93757,45.416148,5.14,6.84
-73.93762,45.416132,5.7,8.9
-73.937672,45.416117,6.46,10.82
-73.937725,45.416102,7.18,13.08
-73.937775,45.41608,6.46,12.06
-73.937818,45.416065,6,11.42
-73.937868,45.416048,6.96,12.78
-73.93792,45.416032,6.82,13.06
-73.937975,45.416012,7.18,14.4
-73.938028,45.415993,8.38,15.76
-73.93808,45.415975,7.94,15.4
-73.938133,45.415958,7.18,14.46
-73.938183,45.41594,6.84,13.76
-73.938233,45.41592,7.16,14.16
-73.93828,45.415902,7.9,15.46
-73.938332,45.415882,9.12,17.62
-73.938383,45.415863,10.74,19.1
-73.938437,45.415843,9.26,18.48
-73.938492,45.415823,10.58,19.98
-73.938547,45.415805,12.58,23.42
-73.9386,45.415787,12.44,23.4
-73.938652,45.41577,10.9,21.8
-73.938703,45.415753,9.8,20.22
-73.938758,45.415735,10.26,20.46
-73.938807,45.415718,12.86,23.38
