40,0.94,18,6,7,6,8,17802
128,0.94,18,6,7,6,9,18347
28,0.94,18,6,7,6,10,18613
391,0.89,19.9,13,7,6,11,18870
487,0.88,20,6,7,6,12,18987
436,0.83,20,9,7,6,13,19022
394,0.86,21.2,15,7,6,14,19076
385,0.73,22,6,7,6,15,19291
240,0.86,21.1,13,7,6,16,19181
252,0.84,21.2,11,7,6,17,18615
248,0.65,23,6,7,6,18,18309
195,0.65,23,6,7,6,19,18076
78,0.57,23,9,7,6,20,17935
-34,0.64,22,6,7,6,21,17754
-56,0.95,14.5,4,7,6,22,17735
-60,0.96,14,6,7,6,23,17450
-59,0.96,14.1,6,1,6,0,17134
-66,0.96,14.2,7,1,6,1,17028
-60,0.96,14.1,7,1,6,2,16998
-57,0.97,14,7,1,6,3,16802
-59,0.83,18,4,1,6,4,16974
-63,0.88,18,6,1,6,5,16812
-86,0.88,17,6,1,6,6,17931
-11,0.88,17,4,1,6,7,18425
118,0.88,17.9,4,1,6,8,19648
272,0.82,20.1,2,1,6,9,20183
419,0.73,21,4,1,6,10,21440
524,0.69,23,2,1,6,11,21703
611,0.65,24,6,1,6,12,21570
665,0.57,25,6,1,6,13,21716
684,0.54,24,7,1,6,14,21474
651,0.45,26,4,1,6,15,21274
567,0.37,26,9,1,6,16,21059
470,0.37,27,6,1,6,17,20384
329,0.34,27,6,1,6,18,19808
187,0.78,23.2,2,1,6,19,19328
75,0.5,23,6,1,6,20,19058
-19,0.5,23,4,1,6,21,18256
-37,0.5,22,4,1,6,22,17693
-42,0.6,21,4,1,6,23,17257
-47,0.84,15.4,6,2,6,0,17022
-47,0.79,15.4,6,2,6,1,17080
-54,0.64,21,2,2,6,2,16590
-45,0.68,20,2,2,6,3,16483
-41,0.64,21,2,2,6,4,16317
-41,0.68,16.7,7,2,6,5,16434
-41,0.73,20,6,2,6,6,17304
10,0.83,19,4,2,6,7,18029
69,0.83,19,6,2,6,8,18875
186,0.78,20,6,2,6,9,20699
372,0.73,21,7,2,6,10,21957
554,0.65,23,9,2,6,11,22373
597,0.61,25,6,2,6,12,22939
556,0.61,25,6,2,6,13,23037
271,0.61,26,6,2,6,14,23535
196,0.54,27,11,2,6,15,23258
555,0.51,28,9,2,6,16,22985
504,0.48,28,7,2,6,17,22387
239,0.86,25.1,7,2,6,18,21750
171,0.58,26,7,2,6,19,21233
24,0.65,25,6,2,6,20,20781
-14,0.65,25,6,2,6,21,20351
-21,0.96,19.8,9,2,6,22,19230
-19,0.97,19.8,11,2,6,23,18228
-31,0.98,19.7,13,3,6,0,17893
-33,0.97,19.1,15,3,6,1,17556
-51,0.97,18,17,3,6,2,17364
-62,0.88,19,4,3,6,3,17209
-61,0.94,18,6,3,6,4,17232
-49,0.94,18,4,3,6,5,17277
-56,0.83,19,6,3,6,6,17961
30,0.95,16.1,7,3,6,7,18568
93,0.78,19,6,3,6,8,19470
208,0.83,18,6,3,6,9,20794
340,0.86,18.7,20,3,6,10,21305
337,0.78,19,7,3,6,11,21204
281,0.68,20,7,3,6,12,21847
275,0.73,20,9,3,6,13,21686
246,0.73,19,7,3,6,14,22211
183,0.73,19,6,3,6,15,21830
241,0.77,18,4,3,6,16,21558
217,0.77,18,6,3,6,17,20931
110,0.88,17,6,3,6,18,20283
48,0.83,18,7,3,6,19,19536
12,0.84,14.7,19,3,6,20,18788
-10,0.73,18,6,3,6,21,17996
-20,0.82,16,4,3,6,22,17235
-41,0.77,16,4,3,6,23,16592
-50,0.82,15,4,4,6,0,16134
-48,0.87,12.7,17,4,6,1,16114
-23,0.82,15,4,4,6,2,16103
-11,0.82,15,4,4,6,3,16105
-9,0.85,13.1,19,4,6,4,16241
-12,0.82,15,4,4,6,5,16130
-16,0.82,15,6,4,6,6,16974
10,0.87,13.5,19,4,6,7,17869
41,0.82,15,4,4,6,8,18726
109,0.77,16,4,4,6,9,19805
56,0.77,16,6,4,6,10,20393
112,0.77,16,2,4,6,11,20643
284,0.78,17.7,20,4,6,12,21352
564,0.73,19.6,22,4,6,13,21916
450,0.78,19,6,4,6,14,21428
238,0.82,19.6,17,4,6,15,21597
456,0.79,20.2,20,4,6,16,21515
472,0.83,18,4,4,6,17,20906
343,0.68,19,6,4,6,18,20248
202,0.68,19,11,4,6,19,19978
99,0.73,18,7,4,6,20,19518
-7,0.77,18,7,4,6,21,18704
-32,0.73,18,6,4,6,22,17958
-39,0.73,18,4,4,6,23,17476
-46,0.91,14.4,7,5,7,0,16837
-40,0.94,13.7,7,5,7,1,16483
-23,0.77,17,6,5,7,2,16399
-20,0.82,16,7,5,7,3,16265
-21,0.77,17,7,5,7,4,16342
-16,0.77,17,7,5,7,5,16383
-15,0.88,16,7,5,7,6,17543
11,0.91,15,7,5,7,7,18140
43,0.83,17,4,5,7,8,18561
41,0.78,19,6,5,7,9,19155
237,0.73,20,7,5,7,10,19310
518,0.74,22.2,4,5,7,11,19497
377,0.65,23,6,5,7,12,19585
350,0.61,23,2,5,7,13,19621
265,0.61,23,4,5,7,14,19879
241,0.61,24,2,5,7,15,19811
228,0.65,23,6,5,7,16,19755
457,0.54,25,4,5,7,17,19876
338,0.54,26,6,5,7,18,19731
205,0.84,22.2,7,5,7,19,19382
90,0.61,26,2,5,7,20,19127
-31,0.61,24,2,5,7,21,18720
-53,0.65,23,4,5,7,22,18294
-54,0.73,22,4,5,7,23,17932
-49,0.78,21,4,6,7,0,17450
-46,0.97,17.4,7,6,7,1,17264
-44,0.97,17.1,7,6,7,2,17148
-42,0.78,20,4,6,7,3,17140
-39,0.78,20,4,6,7,4,17112
-40,0.78,20,6,6,7,5,17006
-49,0.96,16.4,7,6,7,6,16899
-1,0.78,19,4,6,7,7,17433
61,0.73,20,6,6,7,8,17817
156,0.69,22,4,6,7,9,18559
335,0.8,22.6,7,6,7,10,19019
501,0.74,24.2,7,6,7,11,19311
599,0.69,25.5,7,6,7,12,19265
660,0.48,26,6,6,7,13,19359
671,0.64,26.6,9,6,7,14,19381
625,0.63,26.8,7,6,7,15,19442
551,0.37,28,9,6,7,16,19719
424,0.42,28,9,6,7,17,19609
237,0.45,29,6,6,7,18,19089
140,0.48,28,6,6,7,19,18499
38,0.83,22.6,6,6,7,20,18249
-14,0.54,26,4,6,7,21,18377
-39,0.83,21,6,6,7,22,18256
-49,0.83,20.7,7,6,7,23,18023
-53,0.65,24,4,7,7,0,17650
-52,0.85,19.5,9,7,7,1,17483
-49,0.65,24,4,7,7,2,17482
-44,0.61,24,4,7,7,3,17549
-41,0.91,17.6,9,7,7,4,17353
-28,0.69,22,4,7,7,5,17273
-21,0.95,17.5,9,7,7,6,17457
48,0.96,18.1,7,7,7,7,17764
17,0.65,23,6,7,7,8,17972
-16,0.98,20.5,6,7,7,9,18656
181,0.96,22,6,7,7,10,18958
163,0.93,23,7,7,7,11,19518
415,0.88,24.8,7,7,7,12,19904
643,0.62,28,6,7,7,13,20573
685,0.86,26.2,11,7,7,14,21053
664,0.66,29,9,7,7,15,21103
589,0.66,29,6,7,7,16,21143
472,0.86,26.5,11,7,7,17,20198
344,0.58,29,6,7,7,18,20274
213,0.58,29,7,7,7,19,20120
79,0.62,29,6,7,7,20,19651
-32,0.55,29,4,7,7,21,19287
-48,0.74,24,4,7,7,22,18642
-50,0.78,23,6,7,7,23,18344
-52,0.83,22,7,1,7,0,17821
-55,0.96,21.2,13,1,7,1,17908
-55,0.95,20.1,11,1,7,2,17561
-60,0.88,21,9,1,7,3,17572
-63,0.83,21,6,1,7,4,17570
-69,0.83,21,6,1,7,5,17667
-90,0.88,21,4,1,7,6,18586
-12,0.83,21,6,1,7,7,19265
109,0.73,22,4,1,7,8,20129
259,0.57,25,2,1,7,9,21168
412,0.47,25,4,1,7,10,21666
539,0.48,26,6,1,7,11,22118
636,0.42,28,4,1,7,12,22361
690,0.4,29,6,1,7,13,22256
698,0.37,29,6,1,7,14,22342
653,0.56,27.1,15,1,7,15,22171
585,0.31,30,6,1,7,16,22038
473,0.33,29,7,1,7,17,21482
344,0.33,29,6,1,7,18,21000
207,0.76,23.8,13,1,7,19,20395
71,0.42,28,2,1,7,20,20001
-49,0.39,27,2,1,7,21,19118
-71,0.44,25,2,1,7,22,18496
-62,0.53,23,2,1,7,23,18102
-63,0.57,23,4,2,7,0,17834
-57,0.85,19,9,2,7,1,17493
-58,0.69,22,6,2,7,2,17271
-72,0.81,17.7,9,2,7,3,17031
-73,0.82,16.6,9,2,7,4,17142
-76,0.73,20,9,2,7,5,16982
-92,0.81,15.8,9,2,7,6,18146
-18,0.8,17.2,9,2,7,7,19154
117,0.73,20,9,2,7,8,20624
643,0.63,26.2,13,2,7,12,23560
690,0.45,27,7,2,7,13,23590
683,0.4,28,7,2,7,14,23761
631,0.43,29,7,2,7,15,23768
561,0.61,27.2,13,2,7,16,23092
454,0.67,26.7,13,2,7,17,22724
335,0.43,29,6,2,7,18,22173
208,0.78,24.8,9,2,7,19,21539
65,0.81,22.6,9,2,7,20,21113
-50,0.74,22.6,13,2,7,21,20505
-71,0.68,21.6,13,2,7,22,19380
-72,0.54,25,4,2,7,23,18660
-67,0.54,24,6,3,7,0,17843
-67,0.59,19.2,13,3,7,1,17540
-59,0.5,23,6,3,7,2,17617
-58,0.55,19,13,3,7,3,17507
-57,0.5,22,6,3,7,4,17564
-56,0.65,17.2,11,3,7,5,17568
-63,0.6,21,9,3,7,6,18515
3,0.6,21,7,3,7,7,19577
128,0.6,22,7,3,7,8,20671
275,0.61,23,11,3,7,9,22140
429,0.65,23,9,3,7,10,23059
539,0.65,23,6,3,7,11,23516
437,0.72,26,13,3,7,12,23742
441,0.83,21,6,3,7,13,23956
571,0.78,23,6,3,7,14,23832
538,0.73,23,4,3,7,15,23651
536,0.88,21,4,3,7,16,23835
395,0.79,23.4,19,3,7,17,22783
324,0.65,25,15,3,7,18,21830
203,0.57,25,7,3,7,19,21274
76,0.57,25,6,3,7,20,20676
-40,0.61,24,6,3,7,21,19888
-55,0.69,22,2,3,7,22,19231
-56,0.69,22,6,3,7,23,18583
-58,0.73,21,6,4,7,0,18142
-61,0.94,15.7,9,4,7,1,17952
-66,0.78,20,7,4,7,2,17727
-69,0.83,19,6,4,7,3,17819
-69,0.83,19,6,4,7,4,17537
-76,0.83,18,6,4,7,5,17273
-96,0.83,17,6,4,7,6,18238
-31,0.72,17,6,4,7,7,18488
105,0.68,18,9,4,7,8,19847
256,0.6,19,11,4,7,9,20944
407,0.53,20,9,4,7,10,21554
538,0.53,20,9,4,7,11,22207
638,0.49,21,6,4,7,12,22266
689,0.43,22,9,4,7,13,22330
700,0.38,23,7,4,7,14,22345
666,0.41,23,6,4,7,15,22408
584,0.38,23,6,4,7,16,21965
479,0.59,22,13,4,7,17,21439
346,0.34,24,7,4,7,18,20739
201,0.34,24,6,4,7,19,19917
53,0.31,23,6,4,7,20,19459
-39,0.85,16.1,7,4,7,21,18772
-55,0.88,14.3,6,4,7,22,18049
-52,0.9,13,6,4,7,23,17528
-50,0.9,12.5,4,5,7,0,16949
-50,0.89,12.2,4,5,7,1,16975
-55,0.6,18,4,5,7,2,16706
-46,0.63,17,4,5,7,3,16666
-32,0.83,12.3,6,5,7,4,16802
-31,0.79,12.8,4,5,7,5,16768
-56,0.6,18,4,5,7,6,17792
-36,0.78,16.4,4,5,7,7,18603
55,0.68,18,4,5,7,8,19217
253,0.71,19.7,6,5,7,9,20194
431,0.64,21.4,6,5,7,10,21236
485,0.6,22,7,5,7,11,21634
286,0.53,22,7,5,7,12,22007
206,0.69,21,4,5,7,13,22008
228,0.44,25,4,5,7,14,22253
336,0.45,26,4,5,7,15,22210
256,0.42,27,4,5,7,16,21960
85,0.37,27,4,5,7,17,21423
103,0.37,27,6,5,7,18,20743
54,0.39,26,6,5,7,19,20014
20,0.39,26,6,5,7,20,19599
-8,0.94,18.9,7,5,7,21,19122
-32,0.5,23,4,5,7,22,18399
-28,0.5,23,2,5,7,23,18047
-39,0.53,22,2,6,7,0,17273
-45,0.94,16,13,6,7,1,16954
-50,0.88,16,4,6,7,2,17058
-50,0.94,15,6,6,7,3,16708
-57,0.82,16,7,6,7,4,16673
-63,0.98,15.8,9,6,7,5,16697
-78,0.98,15.8,11,6,7,6,17014
-16,0.95,16.4,13,6,7,7,17232
108,0.88,16,7,6,7,8,17722
233,0.81,17.7,13,6,7,9,18470
395,0.73,19,13,6,7,10,18556
523,0.56,20,15,6,7,11,19057
629,0.56,21,13,6,7,12,19316
687,0.58,22.5,13,6,7,13,19389
689,0.41,24,7,6,7,14,19373
660,0.51,23.6,13,6,7,15,19558
585,0.36,25,6,6,7,16,19453
476,0.36,25,7,6,7,17,19051
340,0.39,25,7,6,7,18,18593
204,0.41,25,6,6,7,19,18086
57,0.41,24,4,6,7,20,18035
-54,0.44,23,2,6,7,21,17816
-69,0.44,23,4,6,7,22,17573
-64,0.46,22,2,6,7,23,17387
-60,0.49,21,4,7,7,0,17090
-62,0.81,14.5,7,7,7,1,17043
-58,0.83,13.7,7,7,7,2,17023
-47,0.8,13.6,7,7,7,3,17058
-46,0.77,14.1,7,7,7,4,17144
-60,0.73,14.7,7,7,7,5,17071
-101,0.78,19,9,7,7,6,17265
-24,0.79,15.8,9,7,7,7,17557
112,0.75,17.8,9,7,7,8,17661
264,0.68,20,6,7,7,9,18708
405,0.73,21,6,7,7,10,18901
533,0.61,23,6,7,7,11,19038
628,0.58,24.8,11,7,7,12,19106
688,0.57,25.8,11,7,7,13,19253
693,0.56,26.5,11,7,7,14,19317
688,0.55,26.7,11,7,7,15,19530
509,0.59,26.7,9,7,7,16,19538
270,0.68,26.1,7,7,7,17,19167
197,0.54,26,4,7,7,18,19282
74,0.48,27,6,7,7,19,19155
9,0.51,27,2,7,7,20,19133
-21,0.51,27,4,7,7,21,18838
-24,0.51,26,7,7,7,22,18618
-28,0.54,25,6,7,7,23,18490
-40,0.88,19.9,11,1,7,0,18100
-42,0.88,19.5,11,1,7,1,18228
-49,0.88,19.1,11,1,7,2,18161
-53,0.87,18.4,11,1,7,3,18093
-55,0.87,17.8,11,1,7,4,18145
-56,0.88,17.5,11,1,7,5,18267
-69,0.73,22,6,1,7,6,19504
-6,0.88,19.2,11,1,7,7,19791
126,0.69,23,6,1,7,8,21255
277,0.69,24,7,1,7,9,22434
420,0.83,25.7,13,1,7,10,23217
540,0.61,26,11,1,7,11,24184
630,0.58,28,9,1,7,12,24187
690,0.63,29.6,17,1,7,13,24493
705,0.63,30,17,1,7,14,24691
667,0.58,28,7,1,7,15,24487
545,0.7,26,6,1,7,16,24092
432,0.78,24,4,1,7,17,23778
322,0.74,27,2,1,7,18,23311
234,0.62,28,4,1,7,19,22506
51,0.66,27,4,1,7,20,22544
-11,0.92,22.1,9,1,7,21,21293
-14,0.83,23,4,1,7,22,20278
-11,0.88,22,4,1,7,23,19595
-7,0.83,23,2,2,7,0,19202
-8,0.94,20.2,11,2,7,1,19150
-11,0.88,22,7,2,7,2,19082
-20,0.96,20.3,7,2,7,3,19034
-27,0.97,20.1,7,2,7,4,18742
-33,0.88,21,4,2,7,5,19052
-56,0.97,19.8,9,2,7,6,17552
-15,0.94,21,4,2,7,7,19900
141,0.93,21.7,13,2,7,8,21852
233,0.89,23,2,2,7,9,23358
406,0.78,24,4,2,7,10,24598
534,0.78,24,6,2,7,11,24990
633,0.83,25.2,17,2,7,12,25030
684,0.66,27,6,2,7,13,25233
693,0.66,27,7,2,7,14,25203
664,0.82,25.8,19,2,7,15,25034
586,0.78,25.9,20,2,7,16,24947
475,0.73,26,20,2,7,17,24467
348,0.58,29,6,2,7,18,23234
206,0.48,29,9,2,7,19,22232
73,0.84,22.6,13,2,7,20,21262
-41,0.51,26,6,2,7,21,20470
-58,0.51,26,2,2,7,22,19542
-62,0.88,19.5,11,2,7,23,18987
-60,0.54,24,4,3,7,0,18567
-62,0.9,17.7,11,3,7,1,18377
-62,0.6,22,6,3,7,2,18228
-62,0.64,21,4,3,7,3,18132
-59,0.64,21,4,3,7,4,18095
-61,0.68,20,9,3,7,5,17898
-83,0.93,15.1,7,3,7,6,15599
2,0.73,19,11,3,7,7,18699
178,0.73,19,11,3,7,8,20511
0,0.86,19,2,3,7,9,21698
403,0.64,21,7,3,7,10,22652
538,0.83,21.1,7,3,7,11,22837
633,0.82,21.4,11,3,7,12,22807
685,0.69,21,7,3,7,13,22496
693,0.57,22,7,3,7,14,22477
611,0.68,20,15,3,7,15,22415
537,0.64,23.2,6,3,7,16,22021
448,0.63,23.3,6,3,7,17,21619
324,0.41,24,9,3,7,18,21026
205,0.39,25,9,3,7,19,20253
59,0.76,19.5,6,3,7,20,19850
-27,0.44,23,6,3,7,21,19050
-57,0.46,22,9,3,7,22,18137
-69,0.46,22,9,3,7,23,17562
-68,0.77,16,9,4,7,0,16925
-71,0.8,15.1,9,4,7,1,16808
-74,0.6,19,9,4,7,2,16904
-69,0.8,14.2,9,4,7,3,16803
-63,0.68,17,7,4,7,4,16986
-63,0.64,18,9,4,7,5,16688
-94,0.64,18,9,4,7,6,14183
-33,0.83,15.2,6,4,7,7,19077
96,0.64,18,7,4,7,8,19898
246,0.6,19,6,4,7,9,20740
388,0.7,21.7,4,4,7,10,22099
523,0.57,22,6,4,7,11,22617
617,0.57,24.6,6,4,7,12,22770
729,0.53,25.2,6,4,7,13,22462
578,0.47,25,4,4,7,14,22832
339,0.55,24.8,4,4,7,15,22678
331,0.42,26,6,4,7,16,22489
401,0.47,25,7,4,7,17,21869
274,0.63,24.5,4,4,7,18,21355
147,0.76,23.5,2,4,7,19,20699
42,0.54,24,4,4,7,20,20073
-11,0.79,18.5,2,4,7,21,19421
-47,0.53,22,6,4,7,22,18762
-58,0.5,22,4,4,7,23,18140
-65,0.53,21,4,5,7,0,17503
-69,0.8,15.9,7,5,7,1,17332
-63,0.81,15.2,7,5,7,2,17085
-63,0.53,20,7,5,7,3,16994
-59,0.53,20,7,5,7,4,17139
-59,0.52,19,7,5,7,5,16915
-100,0.86,12.1,4,5,7,6,17843
-42,0.6,18,6,5,7,7,18383
94,0.56,19,4,5,7,8,19199
240,0.7,20.5,2,5,7,9,20348
385,0.66,22.6,0,5,7,10,21760
513,0.62,24.5,2,5,7,11,22043
611,0.5,25,4,5,7,12,22492
666,0.42,26,6,5,7,13,22199
675,0.42,26,2,5,7,14,22328
643,0.32,27,6,5,7,15,22224
570,0.3,27,7,5,7,16,22181
457,0.32,28,7,5,7,17,21666
322,0.28,28,4,5,7,18,21032
195,0.26,28,4,5,7,19,20730
74,0.75,19.8,6,5,7,20,20249
-41,0.47,24,4,5,7,21,19543
-56,0.44,23,4,5,7,22,18919
-58,0.8,15.6,6,5,7,23,18584
-56,0.81,15.1,6,6,7,0,17768
-54,0.85,14.7,6,6,7,1,17713
-49,0.87,14.2,6,6,7,2,17571
-54,0.53,22,4,6,7,3,17558
-55,0.85,13.8,6,6,7,4,17496
-52,0.8,14.2,6,6,7,5,17479
-89,0.78,14.5,6,6,7,6,17684
-47,0.77,18.8,4,6,7,7,18172
82,0.68,20.8,4,6,7,8,18456
233,0.67,22.7,2,6,7,9,19432
380,0.62,24.9,2,6,7,10,20056
507,0.55,27,2,6,7,11,20591
606,0.51,27,6,6,7,12,20576
664,0.42,28,6,6,7,13,20864
671,0.43,29,6,6,7,14,20707
640,0.45,28.1,6,6,7,15,20677
568,0.47,27.8,6,6,7,16,20497
456,0.53,27.5,6,6,7,17,20060
325,0.31,30,7,6,7,18,19580
190,0.35,30,6,6,7,19,19098
71,0.37,28,2,6,7,20,18903
-40,0.85,18.5,6,6,7,21,18934
-45,0.57,24,2,6,7,22,18761
-49,0.54,24,4,6,7,23,18455
-65,0.73,18.4,7,7,7,0,17913
-66,0.74,17.7,7,7,7,1,17744
-67,0.72,17.9,9,7,7,2,17693
-63,0.68,17.6,9,7,7,3,17706
-59,0.54,24,6,7,7,4,17775
-47,0.61,23,7,7,7,5,17694
-74,0.64,22,9,7,7,6,17977
-5,0.64,22,6,7,7,7,18311
126,0.71,19.8,15,7,7,8,18478
249,0.69,22,4,7,7,9,19214
131,0.73,21.8,15,7,7,10,19639
56,0.75,21.5,15,7,7,11,20524
61,0.58,27,6,7,7,12,20897
659,0.55,28,7,7,7,13,20975
690,0.58,27.8,19,7,7,14,21301
655,0.57,29.1,20,7,7,15,21667
578,0.59,29.1,20,7,7,16,21776
475,0.63,28.8,19,7,7,17,21321
343,0.69,28.2,15,7,7,18,21073
199,0.74,27.1,13,7,7,19,20715
60,0.76,25.7,13,7,7,20,20329
-29,0.7,25.1,19,7,7,21,20254
-39,0.51,29,7,7,7,22,19532
-46,0.83,22,6,7,7,23,19383
-59,0.71,22.6,17,1,7,0,18959
-58,0.7,22.2,17,1,7,1,18689
-54,0.69,21.9,17,1,7,2,18583
-48,0.78,22,6,1,7,3,18515
-37,0.84,19.5,15,1,7,4,18509
-35,0.83,21,4,1,7,5,18522
-45,0.96,18.4,11,1,7,6,19362
48,0.96,19.1,11,1,7,7,20513
37,0.88,21,4,1,7,8,21620
23,0.96,20.1,9,1,7,9,23272
2,0.95,20.6,9,1,7,10,24104
139,0.78,24,6,1,7,11,24661
381,0.82,24.4,9,1,7,12,24691
626,0.7,26,6,1,7,13,24813
648,0.65,26,7,1,7,14,25098
629,0.66,27,7,1,7,15,25059
576,0.62,27,4,1,7,16,24459
468,0.74,25,9,1,7,17,24258
339,0.89,23,4,1,7,18,24283
200,0.84,26,2,1,7,19,22925
57,0.86,23.3,11,1,7,20,22327
-55,0.86,22.5,13,1,7,21,21386
-70,0.82,21.4,11,1,7,22,20471
-74,0.78,20.2,11,1,7,23,19562
-73,0.74,19,11,2,7,0,19076
-72,0.72,17.7,9,2,7,1,18686
-68,0.72,16.5,7,2,7,2,18430
-67,0.69,22,11,2,7,3,18174
-68,0.75,14.7,7,2,7,4,17896
-67,0.75,14.2,7,2,7,5,17314
-94,0.77,14.4,7,2,7,6,18391
-36,0.6,19,9,2,7,7,19394
88,0.56,20,13,2,7,8,20204
